0, 1.07528e-09, 
1, 3.8491e-05, 
2, 1.43035e-07, 
3, 5.39542e-10, 
4, 6.13373e-10, 
5, 1.81324e-12, 
6, 1.76099e-11, 
7, 7.49382e-08, 
8, 1.12096e-10, 
9, 3.86704e-10, 
10, 2.84296e-14, 
11, 5.1786e-13, 
12, 2.71757e-09, 
13, 4.40601e-10, 
14, 4.4104e-10, 
15, 3.6896e-09, 
16, 5.65899e-14, 
17, 5.51664e-09, 
18, 3.51791e-10, 
19, 2.18741e-14, 
20, 2.77887e-12, 
21, 4.42411e-12, 
22, 2.23756e-17, 
23, 2.17876e-11, 
24, 1.89693e-13, 
25, 2.48429e-18, 
26, 1.50093e-15, 
27, 1.27171e-15, 
28, 2.88838e-23, 
29, 9.15004e-15, 
30, 7.94449e-17, 
31, 9.48144e-23, 
32, 2.47683e-18, 
33, 5.20645e-19, 
34, 3.60779e-28, 
35, 5.26121e-18, 
36, 3.4828e-20, 
37, 8.98073e-27, 
38, 3.87757e-21, 
39, 3.46551e-22, 
40, 9.01207e-33, 
41, 4.59285e-21, 
42, 9.31452e-23, 
43, 6.58793e-30, 
44, 4.16651e-23, 
45, 1.8695e-24, 
46, 4.88044e-36, 
47, 5.26226e-23, 
48, 2.0806e-24, 
49, 5.97881e-32, 
50, 3.28669e-24, 
51, 7.74322e-26, 
52, 4.15418e-38, 
53, 2.33578e-24, 
54, 1.12639e-25, 
55, 3.71373e-33, 
56, 5.95054e-25, 
57, 6.56166e-27, 
58, 2.71742e-39, 
59, 2.42127e-25, 
60, 3.61652e-26, 
61, 8.77658e-34, 
62, 2.54783e-25, 
63, 2.84385e-27, 
64, 9.71424e-40, 
65, 9.52147e-26, 
66, 2.2306e-26, 
67, 5.25427e-34, 
68, 2.38279e-25, 
69, 1.89263e-27, 
70, 6.97742e-40, 
71, 8.12634e-26, 
72, 2.01047e-26, 
73, 3.97863e-34, 
74, 2.81552e-25, 
75, 1.738e-27, 
76, 7.42388e-40, 
77, 7.7976e-26, 
78, 2.12993e-26, 
79, 6.82377e-34, 
80, 3.48912e-25, 
81, 1.95244e-27, 
82, 9.84557e-40, 
83, 8.43257e-26, 
84, 2.91126e-26, 
85, 8.16091e-34, 
86, 4.2979e-25, 
87, 3.02581e-27, 
88, 1.51724e-39, 
89, 1.50962e-25, 
90, 4.44295e-26, 
91, 1.39291e-33, 
92, 5.7651e-25, 
93, 4.86738e-27, 
94, 3.5793e-39, 
95, 2.36592e-25, 
96, 9.31223e-26, 
97, 4.29773e-33, 
98, 7.7841e-25, 
99, 1.35712e-26, 
100, 1.09981e-38, 
101, 6.001e-25, 
102, 2.53211e-25, 
103, 1.38255e-32, 
104, 1.44667e-24, 
105, 3.66458e-26, 
106, 2.42822e-38, 
107, 2.00679e-24, 
108, 6.00186e-25, 
109, 2.04441e-32, 
110, 2.30068e-24, 
111, 7.42418e-26, 
112, 3.92662e-38, 
113, 4.77504e-24, 
114, 1.36385e-24, 
115, 6.62588e-32, 
116, 3.17399e-24, 
117, 1.1677e-25, 
118, 9.14304e-38, 
119, 6.45398e-24, 
120, 2.47489e-24, 
121, 2.61453e-31, 
122, 5.28196e-24, 
123, 2.68848e-25, 
124, 2.64882e-37, 
125, 1.52415e-23, 
126, 9.46553e-24, 
127, 2.46465e-30, 
128, 2.26931e-23, 
129, 1.38318e-24, 
130, 2.57663e-36, 
131, 7.59441e-23, 
132, 8.24607e-23, 
133, 3.97518e-29, 
134, 1.00231e-22, 
135, 1.46851e-23, 
136, 4.09316e-35, 
137, 5.14562e-22, 
138, 5.12978e-22, 
139, 1.47749e-28, 
140, 2.89696e-22, 
141, 9.60684e-23, 
142, 2.61192e-34, 
143, 3.74617e-21, 
144, 1.17968e-21, 
145, 3.40076e-28, 
146, 6.73554e-22, 
147, 1.56075e-22, 
148, 8.93419e-34, 
149, 7.93116e-21, 
150, 2.11281e-21, 
151, 5.22671e-28, 
152, 1.46214e-21, 
153, 1.95477e-22, 
154, 1.74732e-33, 
155, 6.88363e-21, 
156, 3.33544e-21, 
157, 1.44991e-27, 
158, 2.50201e-21, 
159, 4.16541e-22, 
160, 2.62189e-33, 
161, 1.49828e-20, 
162, 1.00426e-20, 
163, 1.52032e-26, 
164, 8.94979e-21, 
165, 1.37413e-21, 
166, 2.38577e-32, 
167, 4.44915e-20, 
168, 1.09292e-19, 
169, 3.83426e-25, 
170, 7.96886e-20, 
171, 2.82129e-20, 
172, 9.62175e-31, 
173, 4.74357e-19, 
174, 8.99404e-19, 
175, 5.15777e-24, 
176, 4.94359e-19, 
177, 4.82678e-19, 
178, 2.02704e-29, 
179, 8.90674e-18, 
180, 2.81796e-18, 
181, 1.78079e-23, 
182, 5.22811e-19, 
183, 1.16897e-18, 
184, 4.46802e-29, 
185, 2.68397e-17, 
186, 1.42894e-18, 
187, 4.36192e-24, 
188, 2.13969e-19, 
189, 3.33122e-19, 
190, 1.41149e-29, 
191, 1.02911e-17, 
192, 1.96443e-19, 
193, 1.97413e-25, 
194, 3.13186e-20, 
195, 1.3314e-20, 
196, 4.66838e-31, 
197, 4.62014e-19, 
198, 1.10935e-20, 
199, 4.47446e-27, 
200, 2.56646e-21, 
201, 3.87221e-22, 
202, 6.49712e-33, 
203, 1.07787e-20, 
204, 6.73006e-22, 
205, 1.03411e-28, 
206, 2.37124e-22, 
207, 3.13438e-23, 
208, 1.1522e-34, 
209, 7.88206e-22, 
210, 7.76534e-23, 
211, 8.0506e-30, 
212, 4.22013e-23, 
213, 6.14564e-24, 
214, 7.52807e-36, 
215, 1.77837e-22, 
216, 2.45773e-23, 
217, 1.61355e-30, 
218, 1.33106e-23, 
219, 2.95664e-24, 
220, 1.76017e-36, 
221, 9.88695e-23, 
222, 9.72533e-24, 
223, 6.09516e-31, 
224, 7.02613e-24, 
225, 1.20053e-24, 
226, 7.33634e-37, 
227, 5.51918e-23, 
